segment,name,domain,linkedin,classification,description
Astec-like (aggregate / road building),Knife River Corporation,kniferiver.com,https://www.linkedin.com/company/knife-river-corporation,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Knife River is one of the top 10 aggregate, ready-mix and sand and gravel producers in the nation. At peak construction season we employ more than 5,000 individuals who have been widely recognized for"
Astec-like (aggregate / road building),Heidelberg Materials UK,heidelbergmaterials.co.uk,https://www.linkedin.com/company/heidelbergmaterialsuk,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Heidelberg Materials UK (formerly Hanson UK) is a leading supplier of lower carbon heavy building materials to the construction industry. We produce aggregates (crushed rock, sand and gravel), asphalt"
Astec-like (aggregate / road building),CalPortland,calportland.com,https://www.linkedin.com/company/calportland,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Established in 1891, CalPortland is a major building materials and construction solutions provider to the Western United States and Canada.  We  provide solutions to your greatest construction challen"
Astec-like (aggregate / road building),Cemex México,cemexmexico.com,https://www.linkedin.com/company/cemex-m-xico,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE",120 años construyendo confianza juntos. Somos una empresa líder en materiales y soluciones de construcción sostenibles que tiene como eje central a la innovación y a la sostenibilidad para crear valor
Astec-like (aggregate / road building),Construction Partners,constructionpartners.net,https://www.linkedin.com/company/constructionpartners,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Founded in 2001, Construction Partners (Nasdaq: ROAD) was built on a clear and focused vision: to acquire and partner with locally led infrastructure companies that share a commitment to quality, safe"
Astec-like (aggregate / road building),Allan Myers Inc.,allanmyers.com,https://www.linkedin.com/company/allanmyersinc,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE",Allan Myers is a leading heavy civil construction company and construction materials provider in the Mid-Atlantic with eight regional offices and 24 asphalt and aggregate plants. With a workforce of m
Astec-like (aggregate / road building),Eurovia France,eurovia.fr,https://www.linkedin.com/company/euroviafrance,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Partenaire des territoires, Eurovia (métiers Route France de VINCI Construction) développe des solutions de mobilité pour améliorer la compétitivité économique et renforcer le lien social, par la conc"
Astec-like (aggregate / road building),Colas France,colas.com,https://www.linkedin.com/company/colas-france,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Le groupe Colas est leader mondial de la construction, de l'entretien et de la maintenance des infrastructures de transport.  Notre mission ? Imaginer, construire et entretenir des infrastructures de "
Astec-like (aggregate / road building),Park Paving Ltd.,parkpaving.com,https://www.linkedin.com/company/park-paving-ltd-,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE",Park Paving Ltd. is one of Edmonton's largest locally owned and operated road construction contractors specializing in all aspects asphalt and concrete construction.  Our company's services include ne
Astec-like (aggregate / road building),Ramery,ramery.fr,https://www.linkedin.com/company/ramery,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Maîtrisant toutes les étapes liées à la construction routière et à l’aménagement urbain, Ramery Travaux Publics est une référence dans le Nord de la France. Avec près de trente années d’expérience et "
Astec-like (aggregate / road building),Marini - Fayat Group,fayat.com,https://www.linkedin.com/company/marini-fayat-group,manufacturer - REVIEW,"Marini, established in Alfonsine in 1899, is a world leader in the production of asphalt plants. - 3000 asphalt plants sold throughout the world - Production branches in China, India and Turkey - Comm"
Astec-like (aggregate / road building),Heidelberg Materials North America,heidelbergmaterials.us,https://www.linkedin.com/company/heidelbergmaterialsnorthamerica,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","For more than a century, we’ve been supplying cement, aggregates, ready mixed concrete, asphalt and other building materials to markets throughout North America. Today, Heidelberg Materials North Amer"
Astec-like (aggregate / road building),Colas USA,colasusa.com,https://www.linkedin.com/company/colasusa,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","As a leader in infrastructure construction and maintenance, our goal is to set the pace in our industry and to be a model of excellence by providing safe, innovative, sustainable, and cost-effective s"
Astec-like (aggregate / road building),Wacker Neuson Group,wackerneusongroup.com,https://www.linkedin.com/company/wacker-neuson-group,manufacturer - REVIEW,The Wacker Neuson Group is an internationally operating group of companies with over 50 affiliates and 140 sales and service stations. As a leading manufacturer of construction equipment and compact m
Astec-like (aggregate / road building),Cemex US,cemexusa.com,https://www.linkedin.com/company/cemex-usa,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Cemex is a global industry leader in producing and supplying cement, aggregates, ready-mix concrete, and urbanization solutions.   We’re driving innovation further to solve the world’s building challe"
Astec-like (aggregate / road building),Tarmac,tarmac.com,https://www.linkedin.com/company/-tarmac,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Tarmac, a CRH company, is the UK’s leading sustainable building materials and construction solutions business. Tarmac combines the knowledge and expertise of two of the construction industry’s most ic"
Astec-like (aggregate / road building),JCB,jcb.com,https://www.linkedin.com/company/jcb,manufacturer - REVIEW,JCB is one of the largest privately owned engineering and manufacturing companies in the UK and the World's third largest manufacturer of construction machinery. With a global presence and manufacturi
Astec-like (aggregate / road building),Graniterock,graniterock.com,https://www.linkedin.com/company/graniterock,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Since 1900, Graniterock has provided the California construction industry with quality materials and products for building the perfect infrastructure job, whether that's a major highway, airport runwa"
Astec-like (aggregate / road building),Ahern Rentals,ahern.com,https://www.linkedin.com/company/ahern-rentals,dealer/rental - EXCLUDE,"Ahern Rentals is the largest independently owned rental company in the United States and is the 7th largest combined. Ahern is based out of Las Vegas, NV, and is the most experienced (established in 1"
Astec-like (aggregate / road building),Oldcastle Infrastructure,oldcastleinfrastructure.com,https://www.linkedin.com/company/oldcastle-infrastructure,manufacturer - REVIEW,"Oldcastle Infrastructure future-proofs North America’s infrastructure and transform communities by protecting water, enhancing communications, transporting energy, and strengthening structures. Our cl"
Astec-like (aggregate / road building),AMECO,ameco.com,https://www.linkedin.com/company/ameco,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","AMECO is The Site Services® Company, providing everything a construction project or operating facility needs to keep moving, no matter the scale: small, large, or truly epic. With complete Site Servic"
Astec-like (aggregate / road building),TATA PROJECTS LIMITED,-,https://www.linkedin.com/company/lcc-projects-limited,manufacturer - REVIEW,"LCC PROJECTS LIMITED is a construction company based out of TOWER HOUSE LUCY TOWER STREET, LINCOLN, United Kingdom."
Astec-like (aggregate / road building),Gulf Coast,texasmaterialsgroup.com,https://www.linkedin.com/company/gulf-coast,manufacturer - REVIEW,"Gulf Coast, A CRH Company, is an asphalt and heavy civil construction company with offices in Baytown and Beaumont, Texas. Our dedication to high-quality work and all-encompassing focus on safety enab"
Astec-like (aggregate / road building),"EQIOM, A CRH Company",eqiom.com,https://www.linkedin.com/company/eqiom,manufacturer - REVIEW,"EQIOM membre du groupe irlandais CRH, acteur majeur dans les matériaux de construction. Avec plus de 150 sites de production répartis sur une grande part du territoire national, il couvre l’ensemble d"
Astec-like (aggregate / road building),Tractafric Equipment,tractafric-equipment.com,https://www.linkedin.com/company/tractafric-equipment,manufacturer - REVIEW,Vous vous interrogez sur le contenu ? Consultez le site internet de votre entreprise.
Astec-like (aggregate / road building),Martin Marietta,martinmarietta.com,https://www.linkedin.com/company/martinmarietta,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Every member of our ONE Martin Marietta team is driven by our shared values of safety, integrity, excellence, community and stewardship.   Our goal is to build a world-class organization committed to "
Astec-like (aggregate / road building),Tilcon New York Inc.,tilconny.com,https://www.linkedin.com/company/tilcon-new-york-inc-,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Tilcon New York Inc produces construction materials and provides road construction services in New York and New Jersey.  We operate quarries, asphalt plants and material recycling facilities and offer"
Astec-like (aggregate / road building),Breedon Group plc,breedongroup.com,https://www.linkedin.com/company/breedon-group-plc,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","We're a leading vertically-integrated international construction materials group in Great Britain, Ireland and the United States.  We supply the construction industry with the essential materials need"
Astec-like (aggregate / road building),Koch Engineered Solutions,kochengineeredsolutions.com,https://www.linkedin.com/company/koch-engineered-solutions,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE",Koch Engineered Solutions (KES) provides uniquely engineered solutions in construction; mass and heat transfer; combustion and emissions controls; filtration; separation; materials applications; autom
Astec-like (aggregate / road building),Staker Parson Materials & Construction,stakerparson.com,https://www.linkedin.com/company/stakerparson,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Staker Parson Materials & Construction is a leading producer of quality sand, rock, landscape products, ready-mixed concrete, and asphalt serving customers in Utah, Idaho, Nevada, and Arizona.  The co"
Astec-like (aggregate / road building),HolcimUS,holcim.us,https://www.linkedin.com/company/holcimus,manufacturer - REVIEW,"Holcim US is now Amrize, building North America as the partner of choice for professional builders with advanced branded solutions from foundation to rooftop. With over 1,000 sites and a highly effici"
Astec-like (aggregate / road building),Altrad Babcock,altradbabcock.com,https://www.linkedin.com/company/altrad-babcock,manufacturer - REVIEW,"Welcome to the official LinkedIn page of Altrad Babcock! We are a specialist in the delivery of construction, aftermarket and upgrade services to the thermal power, nuclear, oil and gas, petrochemical"
Astec-like (aggregate / road building),Teichert,teichert.com,https://www.linkedin.com/company/teichert,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Founded in 1887, Teichert’s two main operating companies are Teichert Construction and Teichert Materials.    Teichert Construction holds California State Contractor’s License #8, the oldest active li"
Astec-like (aggregate / road building),"Gencor Industries, Inc.",gencor.com,https://www.linkedin.com/company/gencor-industries-inc.,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Gencor Industries, Inc., is the leading manufacturer of asphalt plants, soil remediation plants, combustion systems and screening equipment for the road and highway construction industry. Gencor Indus"
Astec-like (aggregate / road building),Herc Rentals,hercrentals.com,https://www.linkedin.com/company/hercrentalsinc,dealer/rental - EXCLUDE,"Herc Rentals is a premier, full-service equipment rental company providing customers with the equipment, services, and solutions they need to achieve optimal performance safely, efficiently, and effec"
Astec-like (aggregate / road building),Rogers Group Inc.,rogersgroupincint.com,https://www.linkedin.com/company/rogers-group-inc.,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Rogers Group, Inc., headquartered in Nashville, is a privately held aggregates and asphalt highway construction company operating and meeting customer needs in 12 states with over 3,000 employees. RGI"
Astec-like (aggregate / road building),Holcim México,holcim.com.mx,https://www.linkedin.com/company/holcimmexico,manufacturer - REVIEW,Holcim líder mundial en construcción sostenible
Astec-like (aggregate / road building),Amsted Industries,amsted.com,https://www.linkedin.com/company/amsted-industries,manufacturer - REVIEW,"Amsted Industries is a diversified global manufacturer of industrial components serving primarily the railroad, automotive, commercial vehicle, construction and building markets. Combining leading-edg"
Astec-like (aggregate / road building),Tomlinson Group of Companies,tomlinsongroup.com,https://www.linkedin.com/company/tomlinson-group-of-companies,manufacturer - REVIEW,"Starting with a single-axle dump truck in 1952, R.W. Tomlinson Limited has transformed to become a multidisciplinary company with numerous divisions including construction, aggregate, asphalt, concret"
Astec-like (aggregate / road building),"Irving Materials, Inc.",irvmat.com,https://www.linkedin.com/company/imibuilds,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Founded in 1946, imi (Irving Materials, Inc.) is a privately-held building materials supplier, producer, and construction services company with operations in the Midwest and Southern regions of the Un"
Astec-like (aggregate / road building),Brundage-Bone Concrete Pumping,brundagebone.com,https://www.linkedin.com/company/brundage-bone-,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Brundage-Bone Concrete Pumping (BBCP) is the largest concrete pumping and material placement service in the United States. Since our origin in 1983, our strategic growth has made Brundage-Bone the lar"
Astec-like (aggregate / road building),Bouygues Group,bouygues.com,https://www.linkedin.com/company/bouygues,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Founded in 1952 by Francis Bouygues, Bouygues is a diversified services group operating in over 80 countries with 200,000 employees all working to make life better every day. Its business activities i"
Astec-like (aggregate / road building),Winsupply,winsupplyinc.com,https://www.linkedin.com/company/winsupply,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Founded in 1956, Winsupply is a family of companies that includes more than 680 locally owned wholesalers across the United States, along with service companies that provide business support and sourc"
Astec-like (aggregate / road building),Weiler,weilerproducts.com,https://www.linkedin.com/company/weiler,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Located in Knoxville, Iowa, Weiler manufactures equipment for the paving market. Weiler equipment is based on proven designs that have a successful track record in the field. We work closely with cont"
Astec-like (aggregate / road building),NPL Construction Co.,gonpl.com,https://www.linkedin.com/company/npl-construction-co-,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","NPL is a nationally recognized leader in energy infrastructure construction, with 50 years of experience. With 5,000+ highly-trained employees working across the United States, NPL offers a full menu "
Astec-like (aggregate / road building),"Sunbelt Rentals, Inc.",sunbeltrentals.com,https://www.linkedin.com/company/sunbelt-rentals,dealer/rental - EXCLUDE,"At Sunbelt Rentals, we provide the tools, equipment, and support our customers need to build and maintain the world around us.  With locations across the U.S. and Canada and a team of passionate exper"
Astec-like (aggregate / road building),Komatsu North America,komatsu.com,https://www.linkedin.com/company/komatsunorthamerica,manufacturer - REVIEW,"Komatsu develops and supplies technologies, equipment and services for the construction, mining, forklift, industrial and forestry markets. For more than a century, the company has been creating value"
Astec-like (aggregate / road building),Atlas Copco Group,atlascopcogroup.com,https://www.linkedin.com/company/atlas-copco-group,manufacturer - REVIEW,"Atlas Copco Group enables technology that transforms the future. We innovate to develop products, services and solutions that are key to our customers’ success. Our four business areas offer compresse"
Astec-like (aggregate / road building),White Cap,whitecap.com,https://www.linkedin.com/company/wearewhitecap,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","White Cap and its affiliates serve as a one-stop shop, providing concrete accessories and chemicals, tools and equipment, building materials and fasteners, erosion and waterproofing products, and safe"
Astec-like (aggregate / road building),HVAC,hvacqld.com.au,https://www.linkedin.com/company/hvac,manufacturer - REVIEW,"HVAC is a multi-disciplined engineering construction company, specialising in unique and difficult construction. We save clients time and money through value adding at every stage of the delivery pro"
Astec-like (aggregate / road building),Heijmans,heijmans.nl,https://www.linkedin.com/company/heijmans,manufacturer - REVIEW,"Heijmans is a company with healthy ambition. We want to contribute to creating a healthy living environment. Everyone wants to breathe clean air, live in nice surroundings, enjoy nature, have a good w"
Astec-like (aggregate / road building),Walbec Group,walbecgroup.com,https://www.linkedin.com/company/walbec-group,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Together Payne and Dolan, Northeast Asphalt, Zenith Tech, Parisi, Premier Concrete, and Construction Resources Management produce high-quality construction materials and deliver unparalleled professio"
Astec-like (aggregate / road building),Construplan,construplan.com.mx,https://www.linkedin.com/company/construplan,manufacturer - REVIEW,"Empresa dedicada a brindar soluciones integrales a través de sus 6 divisiones: PAVIMENTOS Y CARRETERAS -Diseño, trazo y construcción de carreteras. Pistas para aeropuertos, pavimentaciones en genera"
Astec-like (aggregate / road building),Cramo Sverige,cramo.se,https://www.linkedin.com/company/cramo-ab,manufacturer - REVIEW,"Cramo was founded in year 1953 and is one of Sweden's largest and Europe's second largest companies in the machinery rental industry and rental-related services. Together, Cramo and Boels Rental opera"
Astec-like (aggregate / road building),Vulcan Materials Company,vulcanmaterials.com,https://www.linkedin.com/company/vulcan-materials-company,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Vulcan Materials Company is the nation’s largest producer of construction aggregates, primarily crushed stone, sand and gravel, and a major producer of other construction materials including asphalt a"
Astec-like (aggregate / road building),FAYAT Group,fayat.com,https://www.linkedin.com/company/fayat,manufacturer - REVIEW,Fondé en 1957 le groupe FAYAT est devenu le premier acteur indépendant français de la construction et de l’industrie. Avec une présence dans 170 pays et grâce à l'implication de plus de 23 000 collabo
Astec-like (aggregate / road building),SealMaster Official,sealmaster.net,https://www.linkedin.com/company/sealmasternet,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE",Quality-driven contractors rely on SealMaster® as their one-stop source for pavement maintenance and sport surfacing products and equipment. With an enduring commitment to innovation and exceptional s
Astec-like (aggregate / road building),Titan America,titanamerica.com,https://www.linkedin.com/company/titan-america,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Our Purpose: At Titan America, we are passionate about making the world around us a safe, sustainable and enjoyable place to live.  Our mission is to provide innovative construction materials, solutio"
Astec-like (aggregate / road building),Caterpillar Inc.,caterpillar.com,https://www.linkedin.com/company/caterpillar-inc,dealer/rental - EXCLUDE,"For 100 years, we’ve been helping customers build a better, more sustainable world. Our innovative products and services, backed by our global dealer network, provide exceptional value that helps cust"
Astec-like (aggregate / road building),"HRI, INC.",hriinc.com,https://www.linkedin.com/company/hri-inc-,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Since our founding in 1947 as a small, family-owned paving company in State College, Pennsylvania, HRI, Inc. has grown to become a major contractor working throughout the Commonwealth. Today, as a par"
Astec-like (aggregate / road building),Svevia,svevia.se,https://www.linkedin.com/company/svevia,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Svevia is a specialist in building and maintaining roads, bridges, ports and other infrastructure. We pave the way for new city districts, railways, industrial and energy facilities. Svevia is up and "
Astec-like (aggregate / road building),Entreprise CHARIER,charier.fr,https://www.linkedin.com/company/entreprise-charier,manufacturer - REVIEW,"Véritable aménageur du territoire, CHARIER s’est imposé comme un acteur incontournable local. A l’actionnariat 100 % familial, l'Entreprise est née en 1897 du besoin de construire des routes pour reli"
Astec-like (aggregate / road building),Peab Asfalt i Sverige,peabasfalt.se,https://www.linkedin.com/company/peab-asfalt-i-sverige,manufacturer - REVIEW,"Peab Asfalt asfalterar allt från garageuppfarter, vägar, broar till stora infrastrukturprojekt och utför  underhållsbeläggningar, nybyggnadsbeläggningar, fräsning och tankbeläggningar. Inget jobb är f"
Astec-like (aggregate / road building),Chausson Matériaux,chausson.fr,https://www.linkedin.com/company/chausson-materiaux,manufacturer - REVIEW,Première entreprise nationale indépendante de distribution de matériaux de construction.  Chausson Matériaux est une société familiale et indépendante avec un savoir-faire depuis 100 ans où les dirige
Astec-like (aggregate / road building),Alberici Constructors,alberici.com,https://www.linkedin.com/company/alberici,manufacturer - REVIEW,"Alberici is a diversified construction company that partners with leading organizations to build the critical structures that improve lives and strengthen communities.   Since our founding in 1918, Al"
Astec-like (aggregate / road building),Lafarge Canada,lafarge.ca,https://www.linkedin.com/company/lafargecanada,manufacturer - REVIEW,"Lafarge Canada is now Amrize, building North America as the partner of choice for professional builders with advanced branded solutions from foundation to rooftop. Amrize delivers for customers in eve"
Astec-like (aggregate / road building),PTW Energy Services,ptwenergy.com,https://www.linkedin.com/company/ptw-energy,manufacturer - REVIEW,"PTW is a leading industry solutions provider delivering construction, fabrication and maintenance services. Our network extends across more than 40 branches in Canada and the United States.   We have "
Astec-like (aggregate / road building),Kilgore Companies,kilgorecompanies.com,https://www.linkedin.com/company/kilgore-companies,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Kilgore Companies is a group of successful construction materials companies offering aggregates, ready mix concrete, paving and construction services. We handle a range of of jobs from local to large "
Astec-like (aggregate / road building),H&E Rentals,he-equipment.com,https://www.linkedin.com/company/hees,dealer/rental - EXCLUDE,"Founded in 1961, H&E is one of the largest equipment rental companies in the nation, providing the higher standard in equipment rentals. With locations across the United States, we’re leveraging our n"
Astec-like (aggregate / road building),Stuart Olson Inc.,stuartolson.com,https://www.linkedin.com/company/stuart-olson-inc-,manufacturer - REVIEW,"At Stuart Olson, we're not just dedicated to the Canadian construction and industrial services market – we're passionate about turning projects into success stories. Our top-notch maintenance, turnaro"
Astec-like (aggregate / road building),EDCO,edcoinc.com,https://www.linkedin.com/company/edcousa,manufacturer - REVIEW,"EDCO is family-owned American manufacturer of Surface Preparation, Floor Grinding, Removal, Sawing, and Drilling Equipment. EDCO brands include Magna-Trap Grinders, Crete-Plane Scarifiers, Crete-Crush"
Astec-like (aggregate / road building),Graham,grahambuilds.com,https://www.linkedin.com/company/grahambuilds,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Graham is an employee-owned construction solutions partner that provides general contracting, design-build, construction management and public-private partnership (P3) services to the buildings, indus"
Astec-like (aggregate / road building),Zachry Construction Corporation,zachryconstructioncorp.com,https://www.linkedin.com/company/zachry-corporation,manufacturer - REVIEW,"As a third-generation, privately held family company with more than a century of experience, Zachry Construction has successfully delivered more than 5,500 large-scale and complex projects. Specializi"
Astec-like (aggregate / road building),FM Conway Ltd,fmconway.co.uk,https://www.linkedin.com/company/fm-conway-ltd,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","FM Conway is a leading infrastructure services company delivering vital services in transportation, the built environment and open spaces for communities and businesses.  We inspect, design, build, en"
Astec-like (aggregate / road building),Ledcor,ledcor.com,https://www.linkedin.com/company/ledcor,manufacturer - REVIEW,"The Ledcor Group of Companies is one of North America’s most diversified construction companies, serving the building, heavy industrial, civil and Infrastructure, mining, pipeline, power and communica"
Astec-like (aggregate / road building),"CCC Group, Inc.",cccgroupinc.com,https://www.linkedin.com/company/ccc-group-inc.,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","CCC Group, Inc. is a nationally-ranked heavy industrial general contractor with over 1,500 employees and six domestic and two international offices.  Founded in 1947 and based in San Antonio, TX, we p"
Astec-like (aggregate / road building),Eiffage Construction,eiffageconstruction.com,https://www.linkedin.com/company/eiffage-construction,manufacturer - REVIEW,"Eiffage Construction (www.eiffageconstruction.com), acteur majeur du BTP en Europe et filiale du groupe Eiffage, réunit l’ensemble des métiers liés à l'aménagement, la promotion immobilière, la constr"
Astec-like (aggregate / road building),Snap-on,snapon.com,https://www.linkedin.com/company/snap-on,manufacturer - REVIEW,"Snap-on Incorporated is a leading global innovator, manufacturer, and marketer of tools, equipment, diagnostics, repair information and systems solutions for professional users performing critical tas"
Astec-like (aggregate / road building),BKW Engineering,bkw-engineering.com,https://www.linkedin.com/company/bkw-engineering,manufacturer - REVIEW,"Das BKW Engineering - Network of Excellence® ist der größte Zusammenschluss unabhängiger Ingenieur-, Architektur-, Gutachter- und Prüfunternehmen in der DACH-Region. Mit rund 4.000 Mitarbeitenden in ü"
Astec-like (aggregate / road building),FAYAT BATIMENT,fayat.com,https://www.linkedin.com/company/fayatbatiment,manufacturer - REVIEW,"Acteur majeur de la construction en France, la Division FAYAT Bâtiment, adossée au Groupe FAYAT, conçoit, réalise et exploite des ouvrages qui contribuent à l’amélioration du cadre de vie de nos conci"
Astec-like (aggregate / road building),Legendre,groupe-legendre.com,https://www.linkedin.com/company/groupe-legendre,manufacturer - REVIEW,"Fondé en 1946, le groupe Legendre est un acteur européen de la construction, de l’immobilier, de l’énergie et de l’exploitation. Il est aujourd’hui dirigé par Vincent Legendre, le petit-fils du fondat"
Astec-like (aggregate / road building),The Heritage Group,thgrp.com,https://www.linkedin.com/company/the-heritage-group,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","The Heritage Group started in 1930 with a man, a truck and a dream. Today, we’re a fourth-generation, family-owned business, managing a diverse portfolio of operating companies in construction and mat"
Astec-like (aggregate / road building),Aecon Group Inc.,aecon.com,https://www.linkedin.com/company/aecon,manufacturer - REVIEW,Aecon Group Inc. (TSX: ARE) is a North American construction and infrastructure development company with global experience. Aecon delivers integrated solutions to private and public-sector clients thr
Astec-like (aggregate / road building),Carter Machinery,cartermachinery.com,https://www.linkedin.com/company/carter-machinery,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Founded in 1952, Carter Machinery is the authorized Caterpillar dealer serving Virginia, West Virginia, Maryland, Delaware and Washington D.C. through a network of more than 30 locations and 3,000 emp"
Astec-like (aggregate / road building),Wacker Neuson,wackerneuson.com,https://www.linkedin.com/company/wackerneuson,manufacturer - REVIEW,"In close cooperation with our customers, we offer products and services that surpass their high standards and fulfill their diverse requirements, while enhancing their capabilities. The trust that our"
Astec-like (aggregate / road building),Blattner,blattnercompany.com,https://www.linkedin.com/company/blattner-company,manufacturer - REVIEW,"With more than 115 years of construction experience, Blattner has played a vital role in building America’s critical infrastructure, ranging from railroads and highways to dams and mines. Since 1997, "
Astec-like (aggregate / road building),Liebherr Group,liebherr.com,https://www.linkedin.com/company/liebherr,manufacturer - REVIEW,"Established in 1949, the Liebherr Group today is not only one of the biggest construction equipment manufacturers in the world, but also offers high-quality, user-oriented products and services in man"
Astec-like (aggregate / road building),Groupe Qualiconsult,groupe-qualiconsult.fr,https://www.linkedin.com/company/qualiconsult,manufacturer - REVIEW,"Qualiconsult Group was created in 1982 by technical control professionals and has always seen its mission to be general technical support to project owners.  Our business is consecrated to all servic"
Astec-like (aggregate / road building),Downer,downergroup.com,https://www.linkedin.com/company/downer,manufacturer - REVIEW,Enabling communities to thrive.   It’s what we’ve done for more than 150 years. Solving problems. Making the extraordinary run smoothly every day. We’re keeping the lights on and the water flowing. Ru
Astec-like (aggregate / road building),Mourik,mourik.com,https://www.linkedin.com/company/mourik,manufacturer - REVIEW,"Family business Mourik is a B2B service provider in the area of infrastructure, industrial services, non-residential construction and catalyst handling.   Today, almost 100 years after its founding, M"
Astec-like (aggregate / road building),Granite Construction,graniteconstruction.com,https://www.linkedin.com/company/granite-construction,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","From infrastructure that facilitates the movement of goods and people to projects that improve the way we live, work, and play, high-value partnerships power our projects and fuel our mission to build"
Astec-like (aggregate / road building),Best Line Equipment,bestline.com,https://www.linkedin.com/company/best-line-equipment,manufacturer - REVIEW,"Best Line Equipment is an industry-leading equipment rental, sales, service, and parts provider with locations in Pennsylvania and New Jersey. For over 35 years, we’ve built a successful multi-locatio"
Astec-like (aggregate / road building),Boral,boral.com.au,https://www.linkedin.com/company/boral,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE","Boral is the largest vertically-integrated construction materials company in Australia. Our network includes prized quarry and cement infrastructure, bitumen, construction materials recycling, asphalt"
Astec-like (aggregate / road building),Zeppelin Group,zeppelin.com,https://www.linkedin.com/company/zeppelingroup,manufacturer - REVIEW,"The Zeppelin Group is a global sales and service provider with extensive industry expertise in the fields of construction, drive and energy. The company’s success is built on its established brands Ze"
Astec-like (aggregate / road building),"Traffic Management, Inc",trafficmanagement.com,https://www.linkedin.com/company/traffic-management-inc,manufacturer - REVIEW,"Providing Solutions for Work Zone Safety  TMI specializes in providing our customers, employees and the public a safe work zone while maintaining an efficient flow of traffic. We combine nearly 30 yea"
Astec-like (aggregate / road building),MasTec,mastec.com,https://www.linkedin.com/company/mas-tec,"contractor/producer (Astec CUSTOMER, not lookalike) - EXCLUDE",MasTec companies have been involved in some of the largest and most complex infrastructure construction projects across the country.   Our experience has given us a deep and comprehensive understandin
Astec-like (aggregate / road building),TMS,trimblems.com,https://www.linkedin.com/company/tms,manufacturer - REVIEW,"Trimble Mobile Solutions, aka Trimble Mobile Resource Management, is a division of Trimble Navigation, Ltd."
Astec-like (aggregate / road building),County of Los Angeles Department of Public Works,lacounty.gov,https://www.linkedin.com/company/los-angeles-county-department-of-public-works,manufacturer - REVIEW,"We plan, design, build, and maintain modern infrastructure that uplifts all communities of LA County."
Astec-like (aggregate / road building),MANITOU Group,manitou-group.com,https://www.linkedin.com/company/manitougroup,manufacturer - REVIEW,"Commitment, reliability, passion. Our 3 core values to help you Set your future in motion."
