company_id,company_name,domain,linkedin_url,industry,employees,size_band,blitz_revenue,segment,source,agent_verdict,agent_confidence,agent_reason,agent_model,agent_run,reason_trust
15772,Utron,utron.com,https://www.linkedin.com/company/utron-solutions,Automation Machinery Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,medium,HVAC equipment manufacturer; brief description available.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
16468,Wright Manufacturing Inc,wrightmfg.com,https://www.linkedin.com/company/wrightmfg,Machinery Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Commercial mowers (Stand-on). Equipment manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
17107,Principal Manufacturing Corporation,principalmfg.com,https://www.linkedin.com/company/principal-manufacturing-corporation,Motor Vehicle Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Metal stamping, injection molding, fine blanking for automotive",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18189,Lisle Corporation,lislecorp.com,https://www.linkedin.com/company/lisle-corporation,Motor Vehicle Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Specialty automotive tools manufacturer; tooling products.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18608,"Grand Rapids Controls Co., LLC",grcontrols.com,https://www.linkedin.com/company/grand-rapids-controls-qingdao-llc,Motor Vehicle Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Control cables and actuators manufacturer. Industrial components.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
19362,Advanced Forming Technology,aftmim.com,https://www.linkedin.com/company/advanced-forming-technology,Industrial Machinery Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Metal injection molding components — IN scope discrete manufacturing,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19875,"Roadmaster, Inc",roadmasterinc.com,https://www.linkedin.com/company/roadmaster-inc-,Motor Vehicle Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Towing products manufacturer — steel products/suspension/steering accessories,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
20148,Kobelco Aluminum Products & Extrusions Inc.,kobelco.com,https://www.linkedin.com/company/kobelco-aluminum-products-extrusions-inc,Motor Vehicle Parts Manufacturing,88,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Aluminum extrusion/fabrication—shop support/component manufacturer in scope,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
21012,Amprius Technologies,amprius.com,https://www.linkedin.com/company/ampriustechnologies,Energy Technology,88,51-200,-,Automation,imts_exhibitor,FIT,high,"Lithium-ion battery manufacturer, silicon anode.",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18169,"Great Lakes Castings, Llc",greatlakescastings.com,https://www.linkedin.com/company/great-lakes-castings-llc,Machinery Manufacturing,87,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Grey iron castings; discrete manufacturing component producer.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
19206,"Crary Industries Inc. , A subsidiary of ECHO Inc",crary.com,https://www.linkedin.com/company/crary,Machinery Manufacturing,87,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Agricultural equipment manufacturer (potatoes, outdoor power, marine).",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
21737,Adcole LLC,adcole.com,https://www.linkedin.com/company/adcole,Machinery Manufacturing,87,51-200,-,Quality Assurance,imts_exhibitor,FIT,high,World leader in cylindrical coordinate measuring machines (CCMM).,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11084,Renishaw USA,renishaw.com,https://www.linkedin.com/company/renishaw-usa,Automation Machinery Manufacturing,86,5001-10000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,"Metrology and measurement instruments; 3D printing, encoders.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16107,VJ X-Ray,vjxray.com,https://www.linkedin.com/company/vj-x-ray,Industrial Machinery Manufacturing,86,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Integrated x-ray sources and high voltage generators for OEMs.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16215,Trimaco Inc,trimaco.com,https://www.linkedin.com/company/trimacoinc,Wholesale Building Materials,86,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Protective films and jobsite products catalogue; consumables IN scope.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
16531,National Foam Inc,nationalfoam.com,https://www.linkedin.com/company/national-foam-inc,Industrial Machinery Manufacturing,86,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Firefighting foam, equipment, hoses. Industrial product catalogue.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
18655,"Jackson Wws, Inc",jacksonwws.com,https://www.linkedin.com/company/jackson-wws-inc-,Machinery Manufacturing,86,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Commercial dishwasher manufacturer. Multiple product lines.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
11791,Yamaha Golf Car,yamahagolfcar.com,https://www.linkedin.com/company/yamaha-golf-car,Motor Vehicle Manufacturing,85,10001+,-,ivt-expo-off-highway,repo_sourcing,FIT,high,Golf vehicles manufacturer with variants and options,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16658,"Conn-Weld Industries, Llc",conn-weld.com,https://www.linkedin.com/company/conn-weld,Machinery Manufacturing,85,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Vibrating screens and sieves. Equipment manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
16737,First Co,firstco.com,https://www.linkedin.com/company/first-company,Machinery Manufacturing,85,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,HVAC fan coils and equipment manufacturer,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
17838,"Hyundai MOBIS Alabama, LLC - Georgia Plant",mobisgeorgia.com,https://www.linkedin.com/company/mobisalabamallc-georgia,Motor Vehicle Manufacturing,85,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,Chassis/cockpit modules supplier,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18045,"DMI Companies, Inc.",dmicompanies.com,https://www.linkedin.com/company/dmi-companies,Wholesale Building Materials,85,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,HVAC products and ductwork manufacturer,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
18973,Idc Spring,idcspring.com,https://www.linkedin.com/company/idcspring,Wholesale Building Materials,85,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Garage door/mechanical springs.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19189,G3 Industries,g3industries.com,https://www.linkedin.com/company/g3-industries,Machinery Manufacturing,85,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Wire forming, tube bending, fabrication, assemblies. Component manufacturer.",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
11185,Hengstler-Dynapar,ralliant.com,https://www.linkedin.com/company/hengstler-dynapar,Industrial Machinery Manufacturing,84,1001-5000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,"Motion control and industrial solutions - encoder, sensor product line.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
15904,Virnig Manufacturing,virnigmfg.com,https://www.linkedin.com/company/virnig-manufacturing-inc.,Machinery Manufacturing,84,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Mechanical hardware components manufacturer; broad catalogue.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
16133,"Phoenix Stamping Group, LLC",phoenixstamping.com,https://www.linkedin.com/company/phoenix-stamping,Industrial Machinery Manufacturing,84,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Sheet metal stamping and rod products manufacturer; components.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
17409,"Metalex, LLC",metlx.com,https://www.linkedin.com/company/metalex,Industrial Machinery Manufacturing,84,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,"Safety grating and perforated metal manufacturer, multiple product types",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
18503,Atlantic Detroit Diesel Allison,atlanticdda.com,https://www.linkedin.com/company/atlantic-detroit-diesel-allison,Motor Vehicle Manufacturing,84,1001-5000,-,aftermarket-oems,repo_sourcing,FIT,high,"Diesel engines, transmissions, power generation systems, components.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19991,"Star Extruded Shapes, Inc",starext.com,https://www.linkedin.com/company/star-extruded-shapes,Machinery Manufacturing,84,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Aluminum extrusion manufacturer — turnkey source, design/fabrication/finishing",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
15607,M&m Carnot,mmcarnot.com,https://www.linkedin.com/company/mmcarnot,Machinery Manufacturing,83,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Refrigeration systems and controls manufacturer; catalogue products.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
15390,LVD North America,lvdgroup.com,https://www.linkedin.com/company/lvd-strippit,Machinery Manufacturing,82,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,Clear industrial product mfg.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
17700,"Baker Manufacturing Co., LLC",bakermfg.com,https://www.linkedin.com/company/baker-manufacturing,Industrial Machinery Manufacturing,82,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Water systems, pumps, hydraulics manufacturer since 1873; component catalogue.",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18130,Stansteel - Hotmix Parts & Service,stansteel.com,https://www.linkedin.com/company/stansteel-hotmix-parts,Industrial Machinery Manufacturing,82,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Complete asphalt plants and replacement parts; equipment manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19150,"Dexter Stamping Company, Llc",dexterstamping.com,https://www.linkedin.com/company/dexter-stamping,Motor Vehicle Manufacturing,82,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Automotive metal stamping (two locations). Component manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
11754,Grakon,grakon.com,https://www.linkedin.com/company/grakon,Motor Vehicle Manufacturing,81,1001-5000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,Lighting systems and engineered trim components designer/manufacturer,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
13974,Aerostar Manufacturing,aerostarmfg.com,https://www.linkedin.com/company/aerostarmfg,Fabricated Metal Products,81,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Component supplier (CNC, castings, forgings, gears)",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
15656,Lee Industries,leeind.com,https://www.linkedin.com/company/lee-industries,Machinery Manufacturing,81,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,CNC machining castings/forgings/assemblies for global OEMs.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
15771,Medallion Cabinetry,medallioncabinetry.com,https://www.linkedin.com/company/medallion-cabinetry,Wholesale Building Materials,81,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,Metal bellows components manufacturer; reliability/harsh environments.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
17438,Hyspan,hyspan.com,https://www.linkedin.com/company/hyspan-precision-products-inc-,Industrial Machinery Manufacturing,81,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Metal expansion joints, hose assemblies, bellows manufacturer; industrial components.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
18651,Laclede Chain Manufacturing Company LLC,lacledechain.com,https://www.linkedin.com/company/laclede-chain-co,Machinery Manufacturing,81,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Industrial chains and tire traction chains. Full accessories line.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18971,Futaba Industrial Texas Corp.,futabanorthamerica.com,https://www.linkedin.com/company/futaba-industrial-texas-corp,Motor Vehicle Manufacturing,81,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Automotive body parts mfg.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19659,"Acme Foundry, Inc.",acmefoundry.net,https://www.linkedin.com/company/acme-foundry-inc.,Machinery Manufacturing,81,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Gray iron castings — castings IN scope per spec,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
19664,Kaufman Trailers,kaufmantrailers.com,https://www.linkedin.com/company/kaufman-trailers,Industrial Machinery Manufacturing,81,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Industrial trailers (utility, flatbed, equipment) — machinery/equipment IN scope",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11106,Peer Bearing,peerbearing.com,https://www.linkedin.com/company/peer-bearing,Industrial Machinery Manufacturing,80,1001-5000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,Bearing manufacturer (SKF brand); agricultural bearings focus.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11194,ASRaymond,asraymond.com,https://www.linkedin.com/company/asraymond,Industrial Machinery Manufacturing,80,1001-5000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,"Springs, dampers, counterbalance solutions - mechanical component catalogue.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11217,Hotsy Cleaning Systems,hotsy.com,https://www.linkedin.com/company/hotsy-corp,Machinery Manufacturing,80,10001+,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,Industrial pressure washers and parts catalogue - equipment manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
15107,Allfasteners Usa,allfasteners.com,https://www.linkedin.com/company/allfasteners,Wholesale Building Materials,80,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Specialty fasteners manufacturer. 30 years experience. Custom parts and solutions.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
15444,ADVANCED Motion Controls,a-m-c.com,https://www.linkedin.com/company/advanced-motion-controls,Automation Machinery Manufacturing,80,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Clear industrial product mfg.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16504,"Hisun Motors Corp., U.S.A",hisunmotors.com,https://www.linkedin.com/company/hisun-motors-corp.-u.s.a.,Motor Vehicle Manufacturing,80,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,UTV/ATV manufacturer. Powersports vehicle manufacturer in scope.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11798,GEDIA North America,gedia.com,https://www.linkedin.com/company/gedianorthamerica,Automotive,79,1001-5000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,Car body press parts and chassis components manufacturer,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
14867,"RENTECH Boiler Systems, Inc.",rentechboilers.com,https://www.linkedin.com/company/rentech-boiler-systems,Industrial Machinery Manufacturing,79,201-500,-,aftermarket-oems,repo_sourcing,FIT,medium,Industrial boiler designer and manufacturer. Multiple applications with custom design capability.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
19187,Acme Engineering & Manufacturing Corp,acmefangroup.com,https://www.linkedin.com/company/acme-engineering-&-manufacturing,Industrial Machinery Manufacturing,79,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Fans, blowers, ventilation equipment manufacturer. Equipment catalogue.",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
16520,IronCraft Attachments,ironcraftusa.com,https://www.linkedin.com/company/ironcraftusa,Machinery Manufacturing,78,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Farm equipment attachments for tractors/skid steers. Equipment catalogue.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
17968,"J. G. Kern Enterprises, Inc.",jgkern.com,https://www.linkedin.com/company/jgkern,Motor Vehicle Manufacturing,78,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Drivetrain and powertrain components,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18203,HN Precision,hnprecision.com,https://www.linkedin.com/company/hn-precision,Machinery Manufacturing,78,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Precision machining and turned components; component manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
20463,Daubert Cromwell,daubertcromwell.com,https://www.linkedin.com/company/daubert-cromwell-vci,Packaging and Containers Manufacturing,78,51-200,-,Tooling & Workholding,imts_exhibitor,FIT,high,VCI corrosion prevention packaging manufacturer for multiple industries,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
21008,"Ahaus Tool and Engineering, Inc.",ahaus.com,https://www.linkedin.com/company/ahaus-tool-&-engineering,Machinery Manufacturing,78,51-200,-,Automation,imts_exhibitor,FIT,high,Custom fixtures and workholding equipment manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
11032,Sumitomo (SHI) Demag North America,sumitomo-shi-demag.us,https://www.linkedin.com/company/sumitomo-shi-demag-north-america,Fabrication de machines,77,1001-5000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,High-precision injection molding machine manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11896,Comp Cams,compcams.com,https://www.linkedin.com/company/comp-cams,Motor Vehicle Manufacturing,77,501-1000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,Camshafts and valve train technology manufacturer,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11897,Bahmanmotor,bahmanmotor.ir,https://www.linkedin.com/company/bahmanmotor,Automotive,77,1001-5000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,Vehicle manufacturer for Mazda 3.2 and GM models,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
15485,Ground Force Worldwide,gfworldwide.com,https://www.linkedin.com/company/ground-force-worldwide,Machinery Manufacturing,77,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Clear industrial product mfg.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
15913,King Engine Bearings,kingbearings.com,https://www.linkedin.com/company/king-engine-bearings,Motor Vehicle Manufacturing,77,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Hoist and winch manufacturer; multiple brands/product lines.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
17594,"J.C. Steele & Sons, Inc",jcsteele.com,https://www.linkedin.com/company/j-c--steele-and-sons,Machinery Manufacturing,77,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Brick, block, tile machine manufacturer; extruders for pelletizing equipment.",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
19584,Cleveland Die & Manufacturing,cdmcle.com,https://www.linkedin.com/company/cleveland-die-&-manufacturing,Motor Vehicle Manufacturing,77,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,Stampings and assemblies for automotive — components IN scope,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
11098,"Pfeiffer Vacuum, Inc",pfeiffer-vacuum.com,https://www.linkedin.com/company/pfeiffer-vacuum-inc-usa,Machinery Manufacturing,76,1001-5000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,"Vacuum equipment manufacturer; turbopumps, chambers, systems.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
14702,Salvagnini America,salvagnini-america.com,https://www.linkedin.com/company/salvagniniamerica,Machinery Manufacturing,76,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Sheet metal fabrication automation machinery — machinery IN SCOPE,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
17442,Equipment Technologies,etsprayers.com,https://www.linkedin.com/company/equipment-technologies,Machinery Manufacturing,76,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,Apache Sprayers self-propelled agricultural sprayer manufacturer since 1997.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
18989,"Anderson-Cook, Inc",andersoncook.com,https://www.linkedin.com/company/anderson-cook,Motor Vehicle Manufacturing,76,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Automotive seating/components.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19033,"Groschopp, Inc",groschopp.com,https://www.linkedin.com/company/groschopp,Automation Machinery Manufacturing,76,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Electric motors, gearmotors, custom solutions. Standard/custom catalogue.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19831,Marathon Coach World Headquarters,marathoncoach.com,https://www.linkedin.com/company/marathon-coach-world-headquarters,Motor Vehicle Manufacturing,76,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Luxury motorcoach manufacturer — custom production, premium chassis conversion",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
20473,Elliott Tool Technologies,elliott-tool.com,https://www.linkedin.com/company/elliott-tool-technologies,Manufacturing,76,51-200,-,Tooling & Workholding,imts_exhibitor,FIT,high,Tube tools and heat exchanger maintenance equipment manufacturer,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
13016,DEXIS ITALIA,dexis.it,https://www.linkedin.com/company/dexis-italia,Industrial Machinery Manufacturing,75,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"DEXIS: industrial maintenance products, mechanical components, safety equipment — components catalogue.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
15988,Wickeder Group │ Engineered Materials Solutions,emsclad.com,https://www.linkedin.com/company/emsclad,Fabricated Metal Products,75,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Specialty clad metals for multiple industries; fabricated metal products.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16088,Hydraulex,hydraulex.com,https://www.linkedin.com/company/hydraulex-global,Machinery Manufacturing,75,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Hydraulic pumps, motors, valves components for industrial applications.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16728,"Ellwood Texas Forge Navasota, LLC",ellwoodcloseddiegroup.com,https://www.linkedin.com/company/ellwood-texas-forge-navasota-llc,Industrial Machinery Manufacturing,75,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Closed-die forged components; forgings are IN scope,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
17624,"Mrl Equipment Company, Inc",markritelines.com,https://www.linkedin.com/company/mrlequipmentcompany,Machinery Manufacturing,75,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Pavement marking and grooving equipment manufacturer 40+ years industry leader.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
19345,Deltrol Fluid Products,deltrolfluid.com,https://www.linkedin.com/company/deltrol-fluid-products,Industrial Automation,75,501-1000,-,aftermarket-oems,repo_sourcing,FIT,high,Hydraulic/pneumatic flow and cartridge valves. Component manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
11047,Komax Corporation,komaxgroup.com,https://www.linkedin.com/company/komax-corporation,Machinery Manufacturing,74,1001-5000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,Wire processing machinery manufacturer; tools and test systems.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11091,Nidec Drive Technology America,nidec-dtc.com,https://www.linkedin.com/company/nidec-shimpo,Automation Machinery Manufacturing,74,1001-5000,-,industrial-mfg-plm-cad,repo_sourcing,FIT,high,"Drive technology manufacturer; planetary gears, strain wave units.",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11804,Wabco North America,wabco-na.com,https://www.linkedin.com/company/wabco-na,Automotive,74,501-1000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,"Braking systems, controls, safety and suspension systems manufacturer",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11814,Gsp - The Americas,gspnorthamerica.com,https://www.linkedin.com/company/gsp-americas,Motor Vehicle Manufacturing,74,1001-5000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,CV axles and hubs aftermarket manufacturer globally,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16967,Brad Foote Gearing,bradfoote.com,https://www.linkedin.com/company/brad-foote-gear-works,Machinery Manufacturing,74,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Precision gears and gearboxes; components catalogue,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
19336,"Clarion Sintered Metals, Inc",clarionsintered.com,https://www.linkedin.com/company/clarion-sintered-metals-inc-,Industrial Machinery Manufacturing,74,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Powdered metal component manufacturer. Discrete component manufacturing.,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
20541,"Industrial Magnetics, Inc.",magnetics.com,https://www.linkedin.com/company/industrial-magnetics-inc-,Machinery Manufacturing,74,51-200,-,Tooling & Workholding,imts_exhibitor,FIT,high,Industrial magnetic solutions manufacturer with multiple product groups,claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
20923,Tanis Incorporated (Tanis Brush),tanisbrush.com,https://www.linkedin.com/company/tanis,Industrial Machinery Manufacturing,74,51-200,-,Abrasive Machining/Sawing/Finishing,imts_exhibitor,FIT,high,Industrial and abrasive brushes catalogue manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
16993,Blastrac Global,blastrac.com,https://www.linkedin.com/company/blastrac-global,Machinery Manufacturing,73,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Surface preparation equipment (shot blasting, grinding)",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
17016,Warren Fabricating & Machining Corporation,warfab.com,https://www.linkedin.com/company/warren-fabricating-&-machining-corporation,Machinery Manufacturing,73,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Steel weldments and structural fabrication,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
17382,Blueprint Engines,blueprintengines.com,https://www.linkedin.com/company/blueprint-engines,Motor Vehicle Manufacturing,73,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Crate engine and cylinder head manufacturer, multiple engine types",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
18066,"JARP Industries, Inc.",jarpind.com,https://www.linkedin.com/company/jarpindustries,Machinery Manufacturing,73,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,Custom hydraulic cylinders and manifolds; component manufacturer.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
18182,Dudek & Bock Spring Mfg Co,dudek-bock.com,https://www.linkedin.com/company/dudek-&-bock-spring-mfg-co,Spring and Wire Product Manufacturing,73,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Custom springs, wireforms, metal stampings; component manufacturer.",claude-haiku-4-5,us-triage-t2-2026-09-16,low-recheck
19773,Bilstein Cold Rolled Steel,bilsteincrs.com,https://www.linkedin.com/company/bilsteincrs,Fabricated Metal Products,73,201-500,-,aftermarket-oems,repo_sourcing,FIT,high,"Cold rolled steel manufacturer — 100+ years heritage, modern facility, batch annealing",claude-haiku-4-5,us-triage-t2-2026-09-16,ok
21386,Solar Manufacturing,solarmfg.com,https://www.linkedin.com/company/solar-manufacturing,Industrial Machinery Manufacturing,73,51-200,-,Fabricating & Lasers,imts_exhibitor,FIT,high,Manufacturer of industrial products,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11580,Rotary By Rotary Solutions,rotarysolutions.com,https://www.linkedin.com/company/rotaryshopequipment,Motor Vehicle Manufacturing,72,1001-5000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,Automotive hydraulic lifts manufacturing.,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
11650,Spartan Emergency Response,spartaner.com,https://www.linkedin.com/company/spartan-er,Automotive,72,501-1000,-,ivt-expo-off-highway,repo_sourcing,FIT,high,Emergency vehicle chassis manufacturer; vehicles platform qualified,claude-haiku-4-5,us-triage-t2-2026-09-16,ok
