company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
"DrFirst, Inc.",https://www.linkedin.com/company/drfirst,drfirst.com,Hospitals and Health Care,Privately Held,201-500,454,2000,Rockville,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
InstantServe LLC,https://www.linkedin.com/company/instantserve,iserveworld.com,IT System Data Services,Privately Held,51-200,64,2016,Wayne,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
b.well Connected Health,https://www.linkedin.com/company/icanbwell,icanbwell.com,Hospitals and Health Care,Privately Held,51-200,138,2015,Baltimore,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mindbloom,https://www.linkedin.com/company/mymindbloom,mindbloom.com,Mental Health Care,Privately Held,201-500,164,2018,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SpectraMedix,https://www.linkedin.com/company/spectramd-usa-inc-,spectramedix.com,Software Development,Privately Held,51-200,183,2009,East Windsor,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ganit Inc.,https://www.linkedin.com/company/ganit-inc,ganitinc.com,Business Consulting and Services,Privately Held,201-500,303,2017,Parsippany,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
310 Nutrition,https://www.linkedin.com/company/310-nutrition,310nutrition.com,Wellness and Fitness Services,Privately Held,51-200,42,2012,Las Vegas,Nevada,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wysa,https://www.linkedin.com/company/wysa-ai,wysa.com,Mental Health Care,Privately Held,51-200,151,2015,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cognida,https://www.linkedin.com/company/cognida-ai,cognida.ai,Software Development,Privately Held,201-500,278,2022,Sunnyvale,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Forward,https://www.linkedin.com/company/forwardinc,goforward.com,Software Development,Privately Held,51-200,439,2016,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Kaia Health,https://www.linkedin.com/company/kaiahealth,kaiahealth.com,Software Development,Privately Held,51-200,91,2016,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Grok Global Services,https://www.linkedin.com/company/grokglobal,grokglobal.com,Education Management,Privately Held,51-200,181,2005,Brooklyn,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Maxis Clinical Sciences,https://www.linkedin.com/company/maxis-clinical-sciences,maxisclinical.com,Strategic Management Services,Privately Held,201-500,25,2022,Edison,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Medically Home,https://www.linkedin.com/company/medicallyhome,medicallyhome.com,Hospitals and Health Care,Privately Held,51-200,147,2017,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Space Inventive,https://www.linkedin.com/company/spaceinventive,spaceinventive.com,IT Services and IT Consulting,Privately Held,201-500,182,2007,-,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Click2Cloud Inc.,https://www.linkedin.com/company/click2cloud-inc-,click2cloud.com,Software Development,Privately Held,201-500,106,2014,Bellevue,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ArgonTeq Inc,https://www.linkedin.com/company/argonteq,argonteq.com,IT Services and IT Consulting,Privately Held,201-500,101,2013,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Thoughtwave Software and Solutions,https://www.linkedin.com/company/thoughtwave-software-and-solutions,thoughtwavesoft.com,IT Services and IT Consulting,Privately Held,201-500,226,2003,Aurora,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Grameen Foundation,https://www.linkedin.com/company/grameen-foundation,grameenfoundation.org,Civic and Social Organizations,Nonprofit,51-200,240,1997,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Voca Healthcare,https://www.linkedin.com/company/vocahealthcare,myvoca.com,Staffing and Recruiting,Privately Held,201-500,210,2005,Blue Ash,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MedTrix Healthcare,https://www.linkedin.com/company/medtrix-healthcare,medtrixhealthcare.com,Advertising Services,Privately Held,51-200,115,2012,Bridgewater,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Accede Solutions Inc (accedesolution.com),https://www.linkedin.com/company/accedesolution,accedesolution.com,Staffing and Recruiting,Privately Held,201-500,84,2005,Schaumburg,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HLTH Inc.,https://www.linkedin.com/company/hlthinc,hlth.com,Hospitals and Health Care,Privately Held,51-200,162,2017,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CA-One Tech Cloud Inc,https://www.linkedin.com/company/ca-one-tech-cloud-inc,ca-one.com,Information Technology and Services,Privately Held,201-500,79,2017,Fremont,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MentorSol,https://www.linkedin.com/company/mentorsol,mentorsol.com,Software Development,Privately Held,51-200,44,2016,Albany,"New York, USA",US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Varun Digital Media,https://www.linkedin.com/company/varun-digital-media,varundigitalmedia.com,Marketing Services,Privately Held,51-200,86,2023,South Plainfield,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
FPT Americas,https://www.linkedin.com/company/fpt-software-americas,fptsoftware.com,IT Services and IT Consulting,Privately Held,201-500,1391,-,Richardson,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RSA Tech,https://www.linkedin.com/company/rsa-tech,rsatech.com,IT System Custom Software Development,Privately Held,201-500,73,2011,Little Elm,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Click Therapeutics, Inc.",https://www.linkedin.com/company/click-therapeutics-inc-,clicktherapeutics.com,Biotechnology Research,Privately Held,51-200,104,2012,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Innovecture,https://www.linkedin.com/company/innovecture,innovect.com,IT Services and IT Consulting,Privately Held,201-500,123,2007,South Jordan,Utah,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
GoodData.AI,https://www.linkedin.com/company/gooddata,gooddata.com,Software Development,Privately Held,201-500,284,2007,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pramana,https://www.linkedin.com/company/pramana-digital-pathology,pramana.ai,Medical Equipment Manufacturing,Privately Held,51-200,93,2021,Cambridge,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Future Tech Enterprise, Inc.",https://www.linkedin.com/company/future-tech,ftei.com,IT Services and IT Consulting,Privately Held,201-500,331,1996,Fort Lauderdale,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Robots & Pencils,https://www.linkedin.com/company/robots-and-pencils,robotsandpencils.com,IT Services and IT Consulting,Privately Held,51-200,182,2009,Chagrin Falls,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Athelas,https://www.linkedin.com/company/athelas,athelas.com,Software Development,Privately Held,201-500,314,-,Mountain View,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DayToDay Health,https://www.linkedin.com/company/daytoday-health,daytoday.health,Hospitals and Health Care,Privately Held,51-200,97,2018,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Campfire,https://www.linkedin.com/company/meetcampfire,campfire.ai,Software Development,Privately Held,51-200,189,2023,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Matrix Fitness USA,https://www.linkedin.com/company/matrixfitnessusa,matrixfitness.com,Wellness and Fitness Services,Privately Held,201-500,163,2001,Cottage Grove,Wisconsin,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Cinntra,https://www.linkedin.com/company/cinntra,cinntra.com,IT Services and IT Consulting,Privately Held,201-500,200,2016,New York City,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"RediMinds, Inc",https://www.linkedin.com/company/rediminds,rediminds.com,Information Services,Privately Held,51-200,74,2016,Southfield,Michigan,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ancient Nutrition,https://www.linkedin.com/company/ancient-nutrition,ancientnutrition.com,Wellness and Fitness Services,Privately Held,51-200,152,2016,Franklin,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SCALE Healthcare,https://www.linkedin.com/company/scalehealthcare,scale-healthcare.com,Business Consulting and Services,Privately Held,51-200,246,2019,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TechGenies,https://www.linkedin.com/company/techgeniesglobal,techgenies.com,IT Services and IT Consulting,Privately Held,51-200,74,2015,Richardson,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MojoTech,https://www.linkedin.com/company/mojotech,mojotech.com,Software Development,Privately Held,51-200,85,2008,Providence,Rhode Island,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Quanteon Solutions,https://www.linkedin.com/company/quanteon-solutions,quanteonsolutions.com,IT Services and IT Consulting,Partnership,51-200,49,2015,Ashburn,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Epik Solutions,https://www.linkedin.com/company/epikso,epikso.com,Information Technology and Services,Privately Held,201-500,162,2015,Pleasant Hill,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Epic Placements,https://www.linkedin.com/company/epicplacements,epicplacements.com,Staffing and Recruiting,Privately Held,51-200,8,2017,Denver,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Ekloud, Inc.",https://www.linkedin.com/company/ekloud,ekloudservices.com,Technology; Information and Internet,Privately Held,51-200,75,2022,Sheridan,Wyoming,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"X2 Logics Staffing Solution, Inc.",https://www.linkedin.com/company/x2logicsstaffingsolution,x2logicsstaffingsolution.com,Staffing and Recruiting,Partnership,51-200,39,2019,Pembroke Pines,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
IntelyCare,https://www.linkedin.com/company/intelycare,intelycare.com,Staffing and Recruiting,Privately Held,201-500,2077,2014,Quincy,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Lark Health,https://www.linkedin.com/company/lark-health,lark.com,Hospitals and Health Care,Privately Held,51-200,126,2011,Mountain View,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Live Your Best Life,https://www.linkedin.com/company/lyblhealthcare,lybl.com,Hospitals and Health Care,Privately Held,51-200,69,2022,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Prodigal,https://www.linkedin.com/company/prodigaltech,prodigaltech.com,Software Development,Privately Held,51-200,101,2018,Mountain View,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Daman,https://www.linkedin.com/company/damaninc,damaninc.com,IT Services and IT Consulting,Privately Held,51-200,139,1995,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Atlantic International University,https://www.linkedin.com/school/atlantic-international-university,aiu.edu,Higher Education,Educational Institution,201-500,314,1998,Honolulu,Hawaii,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
47Billion,https://www.linkedin.com/company/47billion,47billion.com,Software Development,Privately Held,51-200,235,2012,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HexaQuEST Global,https://www.linkedin.com/company/hexaquest-global,hexaquestglobal.com,IT Services and IT Consulting,Privately Held,51-200,15,-,Katy,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HireX,https://www.linkedin.com/company/hirexinc,hirex.asia,Technology; Information and Internet,Public Company,51-200,41,2016,Delaware City,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
INSART,https://www.linkedin.com/company/insart,insart.com,Software Development,Privately Held,51-200,94,1993,Boca Raton,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Baton Rouge Business Report,https://www.linkedin.com/company/baton-rouge-business-report,businessreport.com,Newspaper Publishing,Privately Held,51-200,78,1982,Baton Rouge,Louisiana,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PatientIQ,https://www.linkedin.com/company/patientiq,patientiq.io,Hospitals and Health Care,Privately Held,51-200,81,2016,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TechAhead,https://www.linkedin.com/company/techahead,techaheadcorp.com,Information Technology and Services,Privately Held,201-500,308,2009,Agoura Hills,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OneReach.ai,https://www.linkedin.com/company/onereach,onereach.ai,Software Development,Privately Held,201-500,126,2013,Denver,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PaceMate®,https://www.linkedin.com/company/pacemate,pacemate.com,Hospitals and Health Care,Privately Held,201-500,223,2015,Sarasota,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Netpace Inc,https://www.linkedin.com/company/netpace,netpace.com,Information Technology and Services,Privately Held,51-200,89,2014,San Ramon,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Qualified Health,https://www.linkedin.com/company/qualifiedhealth,qualifiedhealthai.com,Hospitals and Health Care,Privately Held,51-200,175,-,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MedTrainer,https://www.linkedin.com/company/medtrainer,medtrainer.com,Technology; Information and Internet,Privately Held,201-500,407,2013,Las Vegas,Nevada,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mican Technologies Inc.,https://www.linkedin.com/company/mican-technologies,micantech.net,Staffing and Recruiting,Privately Held,51-200,93,2007,Bear,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Prominence Advisors,https://www.linkedin.com/company/prominence-advisors,prominenceadvisors.com,IT Services and IT Consulting,Privately Held,51-200,99,-,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Talento,https://www.linkedin.com/company/talento-io,talento-io.com,Outsourcing and Offshoring Consulting,Privately Held,51-200,155,2025,Boca Raton,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Holmusk,https://www.linkedin.com/company/holmusk,holmusk.com,Mental Health Care,Privately Held,51-200,94,2015,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Arcadia,https://www.linkedin.com/company/arcadia-io,arcadia.io,IT Services and IT Consulting,Privately Held,201-500,546,2007,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ovia Health by Labcorp,https://www.linkedin.com/company/ovia-health,oviahealth.com,Hospitals and Health Care,Privately Held,51-200,89,2012,Westborough,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Incredible Health,https://www.linkedin.com/company/incrediblehealth,incrediblehealth.com,Software Development,Privately Held,51-200,102,2017,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Maven (now Expeed Software),https://www.linkedin.com/company/choosemaven,choosemaven.net,IT Services and IT Consulting,Privately Held,51-200,11,2014,Columbus,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Gutenberg,https://www.linkedin.com/company/gutenberg-communications,thegutenberg.com,Marketing Services,Privately Held,51-200,106,2004,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BPMLinks,https://www.linkedin.com/company/bpmlinks,bpmlinks.com,Software Development,Privately Held,51-200,73,2016,Boca Raton,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Lunit Cancer Screening,https://www.linkedin.com/company/lunit,lunit.io,Software Development,Public Company,201-500,321,-,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Esper,https://www.linkedin.com/company/esperdev,esper.io,Software Development,Privately Held,51-200,207,2018,Bellevue,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mapout Digital Solutions Inc,https://www.linkedin.com/company/mapoutinc,mapoutinc.com,IT Services and IT Consulting,Privately Held,201-500,93,-,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"University of California, College of the Law, San Francisco (formerly UC Hastings)",https://www.linkedin.com/school/uclawsf,uclawsf.edu,Higher Education,Educational Institution,51-200,487,1878,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wheel,https://www.linkedin.com/company/wheel-health,wheel.com,Hospitals and Health Care,Privately Held,201-500,297,2018,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ClinicMind,https://www.linkedin.com/company/clinicmind,clinicmind.com,Embedded Software Products,Privately Held,201-500,354,2000,Belleair Bluffs,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RBM Software,https://www.linkedin.com/company/rbmsoftware,rbmsoft.com,IT Services and IT Consulting,Privately Held,51-200,70,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Authenticx,https://www.linkedin.com/company/authenticx,authenticx.com,Software Development,Privately Held,51-200,154,2018,Indianapolis,Indiana,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Oregon Institute of Technology,https://www.linkedin.com/school/oregon-institute-of-technology,oit.edu,Higher Education,Educational,201-500,975,1947,Klamath Falls,Oregon,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HealthVerity,https://www.linkedin.com/company/healthverity,healthverity.com,Hospitals and Health Care,Privately Held,201-500,272,-,Philadelphia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
EazyML,https://www.linkedin.com/company/eazyml,eazyml.com,Software Development,Privately Held,51-200,26,-,Freehold Township,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OnMed,https://www.linkedin.com/company/onmedcarestation,onmed.com,Hospitals and Health Care,Privately Held,51-200,92,2015,White Plains,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TalentZök,https://www.linkedin.com/company/talentz%c3%b6k,talentzok.com,Staffing and Recruiting,Privately Held,51-200,36,2008,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Aquila Engineering,https://www.linkedin.com/company/aquila-engineering-llc,aquila-engineer.com,Oil and Gas,Privately Held,51-200,88,2019,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"OM1, Inc.",https://www.linkedin.com/company/om1-inc.,om1.com,Biotechnology Research,Privately Held,51-200,115,2015,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Imre,https://www.linkedin.com/company/imre,imre.com,Advertising Services,Privately Held,201-500,298,1993,Towson,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
XEBO.ai,https://www.linkedin.com/company/xebo,xebo.ai,Software Development,Privately Held,51-200,102,2018,Dover,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AliveCor,https://www.linkedin.com/company/alivecor,alivecor.com,Wellness and Fitness Services,Privately Held,51-200,210,2010,Mountain View,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
XRHealth,https://www.linkedin.com/company/xrhealth,xr.health,"Health, Wellness and Fitness",Privately Held,51-200,130,2016,Needham Heights,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Madrivo,https://www.linkedin.com/company/madrivo,madrivo.com,Advertising Services,Privately Held,51-200,56,-,Las Vegas,Nevada,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pasco-Hernando State College,https://www.linkedin.com/school/pasco-hernando-state-college,phsc.edu,Higher Education,Educational Institution,201-500,916,1972,New Port Richey,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OpenTeQ Technologies,https://www.linkedin.com/company/open-teq,openteqgroup.com,IT Services and IT Consulting,Privately Held,201-500,163,2015,Irving,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pivot Design,https://www.linkedin.com/company/pivot-design,pivotdesign.com,Advertising Services,Privately Held,51-200,126,1992,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Dario,https://www.linkedin.com/company/dariohealth,dariohealth.com,Hospitals and Health Care,Public Company,201-500,249,2011,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rayvector Technologies,https://www.linkedin.com/company/rayvector,rayvector.com,Semiconductor Manufacturing,Privately Held,51-200,49,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pindrop,https://www.linkedin.com/company/pindrop,pindrop.com,Computer and Network Security,Privately Held,201-500,368,2011,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SiMa.ai,https://www.linkedin.com/company/sima-ai,sima.ai,Software Development,Privately Held,201-500,244,2018,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Conductor,https://www.linkedin.com/company/conductor-inc-,conductor.com,Technology; Information and Internet,Privately Held,201-500,557,2010,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Healthline Media,https://www.linkedin.com/company/healthline-media,healthlinemedia.com,Media Production,Privately Held,201-500,248,2006,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Lumar (formerly Deepcrawl),https://www.linkedin.com/company/lumarhq,lumar.io,Software Development,Privately Held,51-200,72,2010,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
John Snow Labs,https://www.linkedin.com/company/johnsnowlabs,johnsnowlabs.com,IT Services and IT Consulting,Privately Held,51-200,100,2015,Lewes,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Salve Regina University,https://www.linkedin.com/school/salve-regina-university,salve.edu,Higher Education,Educational Institution,201-500,1326,-,Newport,Rhode Island,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CHIME,https://www.linkedin.com/company/chime,chimecentral.org,Non-profit Organizations,Nonprofit,51-200,216,1992,Ann Arbor,Michigan,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TechVedika,https://www.linkedin.com/company/tech-vedika,techvedika.com,IT Services and IT Consulting,Privately Held,201-500,269,2010,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ellit Groups,https://www.linkedin.com/company/ellit-groups,ellitgroups.com,IT Services and IT Consulting,Privately Held,201-500,254,2019,Houston,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RapidAI,https://www.linkedin.com/company/rapid-ai,rapidai.com,Medical Equipment Manufacturing,Privately Held,51-200,258,2012,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DoctusTech,https://www.linkedin.com/company/doctus-tech,doctustech.com,Hospitals and Health Care,Privately Held,51-200,56,2018,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Retell,https://www.linkedin.com/company/retellai,retellai.com,Technology; Information and Internet,Privately Held,51-200,177,2023,San Carlos,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
StackAI,https://www.linkedin.com/company/stackai,stack-ai.com,Software Development,Privately Held,51-200,82,2023,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Marchex,https://www.linkedin.com/company/marchex,marchex.com,Technology; Information and Internet,Public Company,201-500,202,2003,Seattle,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vitel Global,https://www.linkedin.com/company/vitel-global,vitelglobal.com,Telecommunications,Privately Held,201-500,216,2010,South Plainfield,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
H1,https://www.linkedin.com/company/h1com,h1.co,Software Development,Privately Held,201-500,581,2017,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Artera,https://www.linkedin.com/company/artera-io,artera.io,Hospitals and Health Care,Privately Held,201-500,285,2015,Santa Barbara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ChiroTouch,https://www.linkedin.com/company/chirotouch,chirotouch.com,Software Development,Privately Held,51-200,188,-,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mechlin Technologies,https://www.linkedin.com/company/mechlin-technologies,mechlintech.com,IT Services and IT Consulting,Privately Held,201-500,92,2010,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
The Pill Club,https://www.linkedin.com/company/thepillclub,thepillclub.com,Hospitals and Health Care,Privately Held,201-500,84,2014,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Blue5Green,https://www.linkedin.com/company/blue5green,blue5green.com,IT Services and IT Consulting,Privately Held,51-200,93,2018,Plainsboro,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Qcentrio,https://www.linkedin.com/company/qcentrio,qcentrio.com,IT Services and IT Consulting,Privately Held,51-200,55,2015,Lewisville,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Darwoft,https://www.linkedin.com/company/darwoft,darwoft.com,Software Development,Partnership,201-500,192,2010,Hillsboro,Oregon,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Theranica,https://www.linkedin.com/company/theranica-bio-electronics,nerivio.com,Medical Equipment Manufacturing,Privately Held,51-200,95,2016,Bridgewater,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Synapse XTL,https://www.linkedin.com/company/thesynapses,thesynapses.com,Software Development,Privately Held,51-200,61,2010,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Hale International,https://www.linkedin.com/company/hale-international,haleinternational.com,Staffing and Recruiting,Privately Held,51-200,30,2019,Manhattan,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Intelehealth,https://www.linkedin.com/company/intelehealth-inc,intelehealth.org,Non-profit Organizations,Nonprofit,51-200,82,2016,Baltimore,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"NextGen Invent, an INC.5000 company",https://www.linkedin.com/company/nextgen-invent-corporation,nextgeninvent.com,IT Services and IT Consulting,Privately Held,201-500,282,2006,Syosset,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Relevate Health,https://www.linkedin.com/company/relevate-health,relevatehealth.com,Marketing Services,Privately Held,201-500,266,2007,Blue Ash,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SiliconNexus,https://www.linkedin.com/company/siliconnexus,silicon-nexus.com,IT Services and IT Consulting,Privately Held,51-200,59,2022,Dover,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CBC,https://www.linkedin.com/company/cbcincai,cbcinc.ai,IT Services and IT Consulting,Privately Held,201-500,257,2010,Reston,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Entrans Inc.,https://www.linkedin.com/company/entrans-technologies,entrans.ai,IT Services and IT Consulting,Privately Held,201-500,326,2020,Branchburg,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
RagaAI Inc,https://www.linkedin.com/company/raga-ai,raga.ai,Software Development,Privately Held,51-200,77,-,-,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SmartLight Analytics,https://www.linkedin.com/company/smartlight-analytics,smartlightanalytics.com,Data Infrastructure and Analytics,Privately Held,51-200,80,2016,Plano,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Clarify Health Solutions,https://www.linkedin.com/company/clarify-health-solutions,clarifyhealth.com,Software Development,Privately Held,201-500,126,2015,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Elementum AI,https://www.linkedin.com/company/elementum-ai,elementum.com,Software Development,Privately Held,51-200,129,2022,Lehi,Utah,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Dextara Datamatics,https://www.linkedin.com/company/dextara-digital,dextara.com,IT Services and IT Consulting,Privately Held,51-200,133,2019,Westerville,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
